Filename,Run Count,Last Run Date
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250905T 项目 组件1 & 组件2 & 组件3 各12套+298套\生产\TFS250905T-06-03-00 发热板组件1（CXT-050700253）\TFS250610TA-06-03-02 挡板（WJ-001000089）24×8.8×1.5T.dwg",1,134183649706204023
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDH195T-11-06-00A V0 装配体 数量：297件\生产资料\十字孔圆头小螺丝[BOX-CRPS3-8]M3×0.5×6mm（编码：WJ-000300031）.dwg",1,134183648411956375
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251023T项目\生产资料\GB╱T 70.2-2008[内六角平圆头螺钉M5×12]（编码：WJ-000300040）.DWG",1,134183647179664122
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\260101T   项目\生产资料\十字孔圆头小螺丝[BOX-CRPS3-8]M3×0.5×10mm（编码：WJ-000300062）.dwg",1,134183646235161446
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-09\DZ-000200059 陶瓷温控开关 KSD9700 250V 5A 140℃  常开型 20-8.8-5MM-标准蓝色引线0.5米 符合UL认证 模型.pdf",2,134183577478646187
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\K000270 (新途动力).lnk",1,134182103382453997
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\项目TFS250610TA发热板（6种发热板组件）192套+12套\TFS250610TA-06-03-02 挡板（WJ-001000089）24×8.8×1.5T.dwg",2,134178347664157185
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2026-01\3135规格书.pdf",3,134177748928457684
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\改180长.lnk",2,134177727310305558
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\新雷欧电子\T38-1004-01D-N PTC加热器100Vac ts150度\生产--- 3D和CAD\OT-M3圆环端子（T1.25-3）.SLDPRT",3,134177545774669359
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\新雷欧电子\T38-1004-01D-N PTC加热器100Vac ts150度\生产--- 3D和CAD\~$OT-M3圆环端子（T1.25-3）.SLDPRT",1,134177545335487375
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250706T-01-10-04\生产资料\模型\OT圆形端子.SLDPRT",1,134177545262477366
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250706T-01-10-02\生产资料\模型\LJ-000100227 RNB 3.5-4 黄绿色地线4.0mm²（13awg）.SLDPRT",1,134177544622238424
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-12\3135规格书_1.5平方.pdf",2,134177517471453932
"\\Pc-20220516lkig\F\cxt-1\CAD-图纸\（王建忠）9月份copy\客供图纸\深圳市博思迪科技有限公司\2010.12.7\DSCF2210.JPG",1,134176057941238888
"E:\阮焕\技术资料\标准\国家标准\通用\GBT 4458.4-2003《机械制图 尺寸注法》.pdf",4,134175883763252730
"E:\阮焕\项目\K000444 (深圳市大星守正智能装备有限公司)\AP01-X02-370Z0(CXT-050700280) 大发热板 220V11000W 1876x1380x6mm\生产\CXT-3587 & CXT-3588 通用成品刀模.dwg",1,134175183935428409
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\深圳市钜力能科技有限公司\生产\pi加热膜（代码：JR-01-020）14.6VDC-18W-220-150mm\CXT-1036-001 PI膜割孔图(离型纸朝下) 355x235mm.dxf",1,134173436870758639
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251005T\生产\TFS251005T-06-01-01-02(CXT-3502 CXT-3503 CXT-3504) 发热膜  220V13300W 1461.5x1409.5x2mm.dwg",1,134173153813525786
"D:\Program Files\KeyStats\KeyStats.exe",2,134173153094893786
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251204T\客供\项目TFS251204T 发热板",1,134172292493017622
"\\Desktop-osh296i\e\（王建忠）9月份copy\工程技术资料\电控箱\发热膜 220V600W 398x278mm.DWG",1,134171644210658345
"E:\彭福明\CAD-图纸\博科（广东豪鹏）\博科资料\引线\1332规格书0221(1).pdf",2,134171639574673800
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\K000464 (永祺安).lnk",2,134171564500484261
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\威锐.lnk",2,134171544098173439
"E:\彭福明\CAD-图纸\钜力能\样品\JR-01-106(CXT-010200522) PI电热膜 14.6V70W 135x105mm\JR-01-106(CXT-010200522) PI电热膜 14.6V70W 135x105mm.dwg",1,134171494360479927
"E:\彭福明\CAD-图纸\钜力能\生产\CXT-010500125 JR-01-126 加热膜环氧板 14.6V110W 400x160x1mm\CXT-010500125 JR-01-126 加热膜环氧板 14.6V110W 400x160x1mm 成品图.dwg",1,134171451367075959
"E:\阮焕\技术资料\参照\2025-10-10 天津中电参考\赵工负责项目.lnk",1,134171012784732683
"E:\阮焕\项目\K000464 (永祺安)",2,134171009066771924
"E:\阮焕\项目\K000464 (永祺安)\CXT-010200535 PI电热膜 1.2V240W 612x100mm\CXT-010200535 PI电热膜 25.6V120W 580x100mm.dwg",1,134171007797103398
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\深圳市大族贝金装备有限公司\NHF240008 发热铝板组件（无发热功能、贴导热硅胶片）---生产资料\生产 A1\NHF240008-181001-015A 导热硅胶片.DWG",1,134170824871736322
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2026-01\CXT-3502-A & CXT-3503-A & CXT-3504-A 三款成品刀模.dwg",1,134169967913854658
"C:\Users\Administrator\AppData\Roaming\ZWSOFT\ZWCAD\2024\zh-CN\Recent\图形另存为\CXT-3502-A & CXT-3503-A & CXT-3504-A 成品刀模.dwg.lnk",1,134169967881330630
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-12\CXT-3383-长-001 & CXT-3384-短1 & CXT-3385-短2 3款菲林 共用冲孔刀模.dwg",1,134169276818124657
"E:\彭福明\CAD-图纸\宝狮\SE018-导热硅胶片     物料编码：SE018-PAM-003  571.1-90-2.0.dwg",1,134169068249787795
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\深圳市唯旗科技有限公司\客户需要提供资料2014.9.20\硅胶高温线-迈尔盛\3239规格书.pdf",4,134148403343159324
"\\Pc-20220516lkig\F\cxt-1\CAD-图纸\（王建忠）9月份copy\RoHs UL 资料填写\UL与SGS认证资料\硅胶高温线-迈尔盛\3239规格书.pdf",7,134148403303347389
"\\Desktop-osh296i\e\（王建忠）9月份copy\ISO及管理文件\三阶文件\2023年年度工作计划（工程部：王建忠）.doc",1,134147693991137721
"\\Desktop-osh296i\e\刁德升\新建文件夹\年度工作总结.doc",1,134147693918343232
"E:\阮焕\项目\K000453 (常州大成)\V2528-01-99-005-A(CXT-010301418) 硅胶发热膜B2 220V4670W 1203x851mm\CXT-3563 割成品图 SUS304 0.1T+绿膜.dxf",1,134147354355864808
"\\Desktop-osh296i\e\（王建忠）9月份copy\供应商（杂类）\迈尔盛\1332规格书_QQ浏览器页面提取(1).pdf",3,134146466296826763
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\大成精密\打样\CXT-010301387 V2522-01-10-053-A 硅胶发热膜2 220V4000W 1033×940\V2522-01-10-053-A 硅胶发热膜2(2).DWG",1,134144647285406027
"\\User-20230521vs\G\阳帅工作文档\CAD\大成精密\V2528-01-10-023-B 硅胶发热膜 项目\V2528-01-10-023-B 硅胶发热膜1_step(线路设计).dwg",1,134144647230045728
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250706T-01-10-04\生产资料\PDF\09_十字孔圆头小螺丝[BOX-CRPS3-8]M3×0.5×6mm（编码：WJ-000300031）.pdf",1,134142381623636102
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDH195T-11-06-00A V0 装配体 数量：297件\生产资料\GB╱T 70.2-2008[内六角平圆头螺钉M5×12]（编码：WJ-000300040）.pdf",2,134142375522651392
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251005T\生产\WJ-000500019 M3弹垫 ∅3.2x∅7x0.8mm.dwg",1,134142098362336435
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251005T\生产\WJ-000500015 M5弹垫 ∅8x∅5.5x1.2mm.dwg",1,134142098098921656
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251005T\生产\WJ-000500014 M5平垫 ∅5.5x∅10x1mm.DWG",1,134142097835848217
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\十字孔圆头小螺丝[BOX-CRPS3-8]M3×0.5×6mm（编码：WJ-000300031）.dwg",1,134142094984838187
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDH195T-11-06-00A V0 装配体 数量：297件\生产资料\M5平垫(编码：WJ-000500014).DWG",1,134141654035720268
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\GB╱T 70.1-2008[内六角圆柱头螺钉M5×18]（编码：WJ-000300037).DWG",1,134141643828031704
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDH196T-01-01-23-11 热电阻探头 3米（CXT-702PB00010）Pt100 φ5×20mm\TDH196T-01-01-23-11 热电阻探头 3米（CXT-702PB00010）Pt100 φ5×20mm 成品图.DWG",1,134141630353554891
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\江西安驰新能源科技有限公司\生产\安驰维德叉车项目(共有3款)\AC20A5维德叉车220AH项目153.6V1560W  2020.07.10\维德叉车项目 PPAP改善资料2020.09.28\安驰ROHS报告及样品检测报告\3135规格书.pdf",7,134141409075185933
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\3135规格书.pdf.lnk",8,134139598499308895
"\\User-20230521vs\G\阳帅工作文档\CAD\徐州九极动力科技有限公司\生产\CXT-010301393 6480利信加热膜64V80Ah（线长500mm）料号：04-0035  64V204.8W 402×295\客供图纸20260117",1,134135571590572611
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS251005T\温度测试\AUTO20260121183717.xlsx",1,134135137329778122
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2026-01\WJ-001000070 双管夹片M型压线骑马卡25.5-10-3.5mm SUS304.dwg",1,134132613696079818
"C:\Users\Administrator\AppData\Roaming\FreeCAD",1,134132106546292805
"E:\彭福明\供应商给的报告\伯伦克",1,134131288085629133
"\\Pc-20220516lkig\F\万文强工程文件\惠州市信宇人科技有限公司（东莞市宇禾光电材料有限公司）",1,134131109354748943
"\\Pc-20220516lkig\F\万文强工程文件\惠州市信宇人科技有限公司（东莞市宇禾光电材料有限公司）\24V驻车电池加热膜24v 227w 347（372）×291mm",1,134131109337248900
"\\Desktop-osh296i\e\（王建忠）9月份copy\工程技术资料\技术资料.doc",3,134131058817874092
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\GB╱T 70.2-2008[内六角平圆头螺钉M5×14]（编码：WJ-000300034）.SLDPRT",1,134125882855220743
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFR250903T\发热板组件\生产\TFR250903T-01-04-04 铁氟龙胶布(编码：JY-002000071).DWG",1,134122396491223578
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFR251015T 和 TFR251007TA 和 TFR251013T 此3个项目为共用生产图纸 发热板组件1+发热板组件2+发热板组件3（432套+256套+324套）\发热膜组件（最新的）\TFR251015T-01-10-07 黑色带孔铁氟龙布(JY-002000078)1530×96.dwg",1,134122395938043570
"C:\Users\Administrator\AppData\Roaming\ZWSOFT\ZWCAD\2024\zh-CN\Recent\图形另存为\CXT-3490 菲林开料图 SUS304 0.05T+绿膜 305x290mm.dxf.lnk",1,134120700597831288
"G:\CXT-3490 菲林开料图 SUS304 0.05T+绿膜 305x290mm.dxf",1,134120700456765958
"E:\阮焕\项目\K000438（航天锂电科技(江苏)有限公司）\7625 硅胶加热片 64V80W 398x198mm\CXT-3489 菲林开料图 SUS304 0.05T+绿膜 475x410mm.dxf",1,134120696947773650
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\CXT-3489 菲林图.dwg.lnk",1,134120696679616565
"G:\CXT-3489 菲林开料图 SUS304 0.05T+绿膜 475x410mm.dxf",1,134120696368103245
"E:\阮焕\项目\合肥丰蓝\展开.DWG",1,134116433306853779
"\\Desktop-osh296i\e\（王建忠）9月份copy\客供图纸\时代高科\2024.11.22（匈牙利项目---6款打样各1片）\项目匈牙利 发热板 图纸-24.11.15(1)\发热板6\TBQ-PJ-004-03 热电阻探头C型 2米.DWG",2,134116336522431224
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\客供图纸\匈牙利发热板-图纸-2025.02.11（最新）\匈牙利发热板-图纸\发热板1（最新图）\发热板1\TBQ-PJ-004-03 热电阻探头C型 2米.DWG",1,134116335474320415
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-12\TFR250204T-06-02-01-04 热电阻探头A型 1米8 模型.pdf",2,134116334164280510
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDA13T-01-01-10-00 加热板组件（TDA13T发热板 项目）\生产3D 资料\TBQ-PJ-002-04 热电阻探头A型 3米（DZ-000500008）Pt100 φ4×20mm 成品图.dwg",2,134115680635313419
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDA12发热膜组件（大众加拿大项目）\生产资料\TDA12发热膜组件\TDA12T-01-01-21-01-04 热电阻探头A型 3米 φ4×20mm（DZ-000500013）.dwg",3,134115680476228875
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\发热板组件-TFR250203T-06-02-00 V0 装配体 数量：1845件\生产\TFR250203T-06-02-04 热电阻探头A型 2米(DZ-000500018).dwg",2,134115680399853361
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TDH162T-04-06-00 发热板组件\发热板组件A 和 发热板组件B 生产资料\TBQ-PJ-002-02 热电阻探头A型 1米5（DZ-000500019）pt100 φ4×26mm.dwg",1,134115680224779180
"C:\Users\Administrator\Documents\WeChat Files\wxid_2e3dox79dghb22\FileStorage\File\2025-06\WJ-000300006 CM十字扁平头机螺钉 模型.pdf",1,134115676759828404
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-09\十字孔圆头小螺丝[BOX-CRPS3-8]M3×0.5×6mm（编码：WJ-000300031） 模型.pdf",1,134115676491192274
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\GB╱T 70.3-2008[内六角沉头螺钉M5×8] WJ-000300050 模型.pdf",1,134115676251118789
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\M5沉头参数.png",1,134112921186194487
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\TDH199T项目 发热板组件A+发热板组件B.lnk",1,134110984998732109
"E:\阮焕\SolidWorks\Vault\推车\equipment-shifting-trolley-1 1 STP\equipment-shifting-trolley-1 1 STP\EQUIPMENT SHIFTING TROLLEY 01.STEP",1,134109333186943164
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250706T-01-10-04\生产资料\PDF\10_GB╱T 70.3-2008[内六角沉头螺钉M5×12]（编码：WJ-000300010）.pdf",1,134107820300265177
"E:\彭福明\供应商给的报告\兴储用的资料\兴储\3239线\UL3239  硅胶系列 MSDS-16项.pdf",1,134105817461287862
"\\Desktop-osh296i\e\（王建忠）9月份copy\供应商（杂类）\东莞市博利电业有限公司\兴储世纪\UL3239  硅胶系列 MSDS-16项.pdf",1,134105817279098329
"\\Desktop-osh296i\e\（王建忠）9月份copy\RoHs UL 资料填写\UL与SGS认证资料\硅胶高温线-迈尔盛\3239规格书.pdf",3,134105817210514520
"\\Pc-20220516lkig\F\cxt-1\CAD-图纸\（王建忠）9月份copy\客供图纸\山东淄博火炬能源有限责任公司牛总\2021.7.21\硅翔加热膜-51.2V344Ah需求.docx",1,134105367858228070
"\\User-20230521vs\G\阳帅工作文档\CAD\东莞哈工自控科技有限公司\VDE18-E11-006A(CXT-010500134) 环氧树脂发热板\CXT-3443 CNC加工图.dwg",1,134103505585576150
"\\Desktop-osh296i\e\（王建忠）9月份copy\供应商（杂类）\迈尔盛\3135规格书 1.5mm².pdf",1,134103476303466756
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\CXT-3461 割成品图.dxf.lnk",1,134102526189619605
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\正标UL1332系列  规格书.pdf.lnk",1,134098243024123564
"E:\彭福明\CAD-图纸\深伟业科技有限公司（东莞市辉环科技有限公司）\生产\CXT-010200499 64V30Ah pi加热膜A（40340000001）& CXT-010200500 64V30Ah pi加热膜B（40340000002）\CXT-010200499 64V30Ah pi加热膜A（40340000001）& CXT-010200500 64V30Ah pi加热膜B（40340000002）.dwg",1,134098008792016215
"E:\彭福明\CAD-图纸\K000270 (新途动力)\（CXT-010200505）pi加热膜30V50W 160x60mm\（CXT-010200505）pi加热膜30V50W 160x60mm.dwg",1,134097567205710241
"E:\彭福明\CAD-图纸\钜力能\生产\CXT-010200503 pi加热膜（JR-01-132)14.6V100W 285-173\CXT-010200503 pi加热膜（JR-01-132)14.6V100W 285-173 成品图.dwg",1,134097567189526136
"E:\彭福明\供应商给的报告\雷欧-7款线束\排线线束\正标UL1332系列  规格书.pdf",1,134093918938571342
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\1332规格书（所有规格）.pdf.lnk",3,134093918306066453
"\\User-20230521vs\G\阳帅工作文档\CAD\深圳市大族贝金装备有限公司\NHF230020-360101项目\客户图纸（最新版）（2025年11月份做70件底板和110件侧板，底板增加贴铁氟龙布,侧板修改探头孔深度改为7.8mm）\NHF230020-360201-000A1 侧发热板组件\NHF230020-360201-003A 侧立铁氟龙布.dwg",1,134091984796968237
"\\Pc-20220516lkig\F\阳帅工作文档\CAD\亿伟达\3027项目 陶瓷加热器（CXT-050300034）\样品检测报告\26AWG,UL1332规格书.pdf",1,134091507882530420
"\\Pc-20220516lkig\F\刘华锋工作文档\CAD图纸\苏州瀚川智能科技\打样\热缩套管（号码管）.dwg",2,134091507104364519
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\广东利元亨智能装备股份有限公司\打样\环氧树脂发热板220V-200W 448-150mm\热缩套管（号码管）-第一版.dwg",1,134091507079335401
"\\User-20230521vs\G\阳帅工作文档\CAD\惠州鸿森绿能\(CXT-010301343) HSLN-BOM-0225 硅胶电热膜 58.4V87.5W 492x280mm\CXT-3428 菲林图.dwg",1,134090662861849993
"E:\阮焕\项目\河南许继仪表\已知温升，比热容，重量和升温时间，计算功率 - 副本.xlsx",1,134088498618791043
"E:\彭福明\CAD-图纸\K000390（东莞市古得能源科技有限公司（上庭）\24V314Ah电池组 硅胶加热膜25.6V345W\已知温升，比热容，重量和升温时间，计算功率 - 副本.xlsx",1,134088498450857737
"C:\Users\Administrator\Desktop\项目TFS250610TA发热板图纸\发热板5\TFS250610TA-06-03-02 挡板.DWG",1,134086807655781817
"C:\Users\Administrator\Desktop\项目TFS250610TA发热板图纸\发热板6\TFS250610TA-06-03-02 挡板.DWG",1,134086807629960573
"\\User-20230521vs\G\阳帅工作文档\CAD\深圳市大族贝金装备有限公司\NHF250040-230101-100A 发热膜组件（619套 阮焕负责）\生产\NHF250040-231101-002A (CXT-3326 CXT-3327 CXT-3328) 硅胶发热膜 1648.5x498.5mm 220V1300W 线路设计.dwg",1,134086276766639730
"C:\Users\Administrator\Desktop\PICS\2025-11-06_09-13-36.png",1,134086176627406133
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250905T 项目 组件1 & 组件2 & 组件3 各12件\生产\TFS250905T-06-03-00 发热板组件1（CXT-050700253）\TFS250905T-06-03-00   发热膜组件1 (生产资料).DWG",1,134081901059521251
"\\User-20230521vs\G\阳帅工作文档\CAD\蚂蚁&新航锂电\硅胶电热膜(CXT-010301337) 64V60W 214x161mm\6套加热膜.dwg",1,134080936115271805
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\新雷欧电子有限公司\雷欧-7款线束\雷欧-7款线束\排线线束\正标UL1332系列  规格书.pdf",2,134079236763114418
"\\Desktop-osh296i\e\刁德升\1.图纸\华思旭（卡儿酷）\华思旭温控、保险丝、电线报备厂商\电线\3135-18A(2).pdf",1,134078545311629280
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\PixPin_2025-11-14_11-45-43.mp4.lnk",1,134075655960473568
"\\User-20230521vs\G\阳帅工作文档\CAD\蚂蚁&新航锂电\加热膜图纸(1)\CXT-3245 菲林.dwg",1,134072457350663891
"C:\Users\Administrator\xwechat_files\wxid_dqrhe3soaxsh22_5e85\msg\file\2025-09\抗折弯性能测试实验报告-20250917.pdf",1,134069721826374217
"E:\彭福明\工序流程图\GLSF-硅胶发热片-工序流程图-第一版(1)-Model.pdf",1,134069558965348417
"\\Desktop-osh296i\e\（王建忠）9月份copy\供应商（杂类）\广东伯伦克新材料科技有限公司\硅胶布资料.rar",1,134069020704028647
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS250706T-01-10-02\生产资料\PDF\10_GB╱T 70.3-2008[内六角沉头螺钉M5×12]（编码：WJ-000300010）.pdf",1,134068934543011422
"\\Desktop-osh296i\e\（王建忠）9月份copy\螺丝库\GB╱T 70.3-2008[内六角沉头螺钉M5×10] WJ-000300014 模型.pdf",1,134068934213245525
"D:\Program Files\PixPin\PixPinAuxiliary.exe",1,134068837213556057
"C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\PixPin\PixPin.lnk",1,134068836994968009
"C:\Users\Administrator\Documents\WeChat Files\wxid_h03zao1jgggc22\FileStorage\File\2024-09\UL3239#12 (TS65-0.254)  OD;3.95 FT2(1).pdf",1,134068728949492639
"C:\Users\Administrator\Documents\WeChat Files\wxid_h03zao1jgggc22\FileStorage\File\2024-08\UL3239#14(TS41-0.254)OD;3.2 FT2.pdf",2,134068728721368047
"E:\陈杰\样品承认书\苏州瀚川\FCTS2-0301-01-16-受压端发热棒（45W）220V-45W-Φ8-50mm\FCTS2-0301-01-16-受压端发热棒（45W）220V-45W-Φ8-50mm 封面 20240508_合并.pdf",1,134068058550906173
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\海目星\MD5201-M32A-001-1110-00C（眉山项目）\生产资料\~$-SQA-04 样品承认书B0.doc",1,134068052379550951
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\海目星\MD5201-M32A-001-1110-00C（眉山项目）\生产资料\QR-SQA-04 样品承认书B0.doc",1,134068052203365570
"E:\彭福明\CAD-图纸\中矩\生产\硅胶电热膜-  成品编码：CXT-010300372-12.8V-45W-210-110MM 2023.10.25（2片并联款式）\CXT-829-2菲林图-成品刀模图.dwg",1,134066940276964319
"\\Desktop-osh296i\e\（王建忠）9月份copy\客供图纸\安徽和鼎机电\2022.10.25\HD800404-102-H1P0 项目加热膜20221012并联a(1).dwg",1,134066940154803269
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\江苏和正特种装备有限公司\5片并联pi发热膜（编码：CXT-010200004）27V-191.2W-第一版.dwg",1,134066940079289886
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\江苏和正特种装备有限公司\5片并联pi发热膜（编码：CXT-010200004）27V-191.2W\5片并联pi发热膜（编码：CXT-010200004）27V-191.2W-第一版.dwg",1,134066940018490993
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\江苏和正特种装备有限公司\2片并联pi发热膜（编码：CXT-010200002）27V-165W\2片并联pi发热膜（编码：CXT-010200002）27V-165W-第一版.dwg",1,134066939965189684
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\江苏和正特种装备有限公司\4片并联pi发热膜（编码：CXT-010200003）27V-160.7W\4片并联pi发热膜（编码：CXT-010200003）27V-160.7W-第一版.dwg",1,134066939239702614
"\\Pc-20220516lkig\F\cxt-1\CAD-图纸\（王建忠）9月份copy\客供图纸\山东淄博火炬能源有限责任公司牛总\2022.1.6（4款新图纸）\ABC72-40621-H2P0项目加热膜 并联20211227.dwg",1,134066938998071032
"\\Desktop-osh296i\e\小贺\CAD\FH(福豪)\云母发热芯φ65.2x60mm 两组并联12Ω\云母发热芯φ65.2x60mm 两组并联12Ω.DWG",1,134066938914696386
"\\Desktop-osh296i\e\张守剑-CAD-图纸\叶先生17052699161\叶先生17052699161-PI电热膜-12V-1.5A-(三片并联)-18-4-18\叶先生-PI电热膜-12V-1.5A-(三片并联).dwg",1,134066938878232670
"\\Desktop-osh296i\e\张守剑-CAD-图纸\叶先生17052699161\叶先生17052699161-PI电热膜-12V-1.5A-(三片并联)-18-5-5\叶先生-PI电热膜-12V-1.5A-(三片并联)-第一版-割孔.dwg",1,134066938847149889
"\\Desktop-osh296i\e\张守剑-CAD-图纸\叶先生17052699161\叶先生17052699161-PI电热膜-12V-1.5A-(三片并联)-18-4-18\客供图\mmy-4-16 - 副本.dwg",1,134066938675153552
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\深圳市诺普恩科技有限公司\ptc发热组件12V-225-235℃（两个PTC并联工作时）-24-15mm_第一版.dwg",1,134066938613276787
"\\Pc-20220516lkig\F\cxt-1\CAD-图纸\（王建忠）9月份copy\CAD-tuzhi\小杨\XY-亚胺膜电热膜-220V-275W-1070-570mm-2009-08-04-4片并联-第一版\亚胺膜电热膜-220V-275W-1070-570mm-2009-08-04-4片并联.dwg",1,134066936598705502
"\\Pc-20220516lkig\F\刘华锋工作文档\样品承认书\亿兆能源\规格书\硅胶加热片-国轩52ah\硅胶加热板-单片 58.4VDC-45W  三片并联， 并联后总功率135W.dwg",1,134066920367812310
"\\Desktop-osh296i\e\（王建忠）9月份copy\CAD-tuzhi\河南长威新能源科技有限公司\生产\CXT-010300805 硅胶加热膜  25.6v -总功率440.52W (3片并联）290x205mm 成品图\CXT-010300805 硅胶加热膜 25.6v -总功率440.52W (3片并联）290x205mm 成品图.dwg",1,134066918990016523
"\\User-20230521vs\G\阳帅工作文档\CAD\中科德方\3U加热膜51.2V83.8W  295-430MM\新建文件夹\铅酸电池加热膜项目 8v 200w 4片并联 A1.dwg",1,134066918813988634
"\\User-20230521vs\G\阳帅工作文档\CAD\江苏扬州富威\硅胶加热膜 25.6v -总功率293.68W (2片并联）290x205mm\硅胶加热膜 25.6v -总功率293.68W (2片并联）290x205mm 成品图.dwg",1,134066915641419519
"\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目",1,134066285949174664
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\依摩泰国际贸易（深圳）有限公司---依摩泰香港有限公司\石英加热棒100V 500W φ20×360_样品承认书 20240802.pdf",1,134063630965056485
"\\Desktop-osh296i\e\（王建忠）9月份copy\样品承认书\依摩泰国际贸易（深圳）有限公司---依摩泰香港有限公司\石英加热棒100V 500W φ25×280 模型.pdf",1,134063630800740861
"\\Desktop-osh296i\e\ruichuang\张静\XRS石英管加热棒          110V200W               RC-WB-001-66     .doc",1,134063630588134352
"\\Desktop-osh296i\e\（王建忠）9月份copy\客供图纸\苏州瀚川智能科技股份有限公司\2024.4.29\加热棒-模型.zip",1,134063629605530756
